Location,Age,ID,Ref. ID,Invoice,Date,Time,Supplier,Supplier Type,Status,Total Qty,Total Disc1(Rs),Extra Disc,Taxable Value,GST-0,GST-3,GST-5,GST-12,GST-18,GST-28,GST-40,Total Tax,Round Off,Settled Amount,Due Amount
Main Store,0,PO-00141,REF-00141,INV-20251027-0141,27-10-2025,10:00:00,SUP-004,LOCAL,SETTLED,115,0,0,1207.5,0,0,0,0,0,0,0,0.0,0,1207.5,0
Main Store,0,PO-00142,REF-00142,INV-20251027-0142,27-10-2025,10:00:00,SUP-004,LOCAL,SETTLED,88,0,0,3696.0,0,0,0,0,0,0,0,0.0,0,3696.0,0
Main Store,0,PO-00143,REF-00143,INV-20251027-0143,27-10-2025,10:00:00,SUP-002,LOCAL,SETTLED,46,0,0,690.0,0,0,0,0,0,0,0,82.8,0,772.8,0
Main Store,0,PO-00144,REF-00144,INV-20251027-0144,27-10-2025,10:00:00,SUP-002,LOCAL,SETTLED,50,0,0,1125.0,0,0,0,0,0,0,0,135.0,0,1260.0,0
Main Store,0,PO-00145,REF-00145,INV-20251027-0145,27-10-2025,10:00:00,SUP-002,LOCAL,SETTLED,63,0,0,945.0,0,0,0,0,0,0,0,264.6,0,1209.6,0
Main Store,0,PO-00146,REF-00146,INV-20251027-0146,27-10-2025,10:00:00,SUP-002,LOCAL,SETTLED,35,0,0,1050.0,0,0,0,0,0,0,0,294.0,0,1344.0,0
Main Store,0,PO-00147,REF-00147,INV-20251027-0147,27-10-2025,10:00:00,SUP-002,LOCAL,SETTLED,50,0,0,1687.5,0,0,0,0,0,0,0,472.5,0,2160.0,0
Main Store,0,PO-00148,REF-00148,INV-20251027-0148,27-10-2025,10:00:00,SUP-002,LOCAL,SETTLED,21,0,0,315.0,0,0,0,0,0,0,0,37.8,0,352.8,0
Main Store,0,PO-00149,REF-00149,INV-20251027-0149,27-10-2025,10:00:00,SUP-002,LOCAL,SETTLED,28,0,0,945.0,0,0,0,0,0,0,0,113.4,0,1058.4,0
Main Store,0,PO-00150,REF-00150,INV-20251027-0150,27-10-2025,10:00:00,SUP-002,LOCAL,SETTLED,93,0,0,1395.0,0,0,0,0,0,0,0,0.0,0,1395.0,0
Main Store,0,PO-00151,REF-00151,INV-20251027-0151,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,37,0,0,3330.0,0,0,0,0,0,0,0,599.4,0,3929.4,0
Main Store,0,PO-00152,REF-00152,INV-20251027-0152,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,22,0,0,1650.0,0,0,0,0,0,0,0,297.0,0,1947.0,0
Main Store,0,PO-00153,REF-00153,INV-20251027-0153,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,54,0,0,2227.5,0,0,0,0,0,0,0,400.95,0,2628.45,0
Main Store,0,PO-00154,REF-00154,INV-20251027-0154,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,59,0,0,2212.5,0,0,0,0,0,0,0,398.25,0,2610.75,0
Main Store,0,PO-00155,REF-00155,INV-20251027-0155,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,48,0,0,7920.0,0,0,0,0,0,0,0,1425.6,0,9345.6,0
Main Store,0,PO-00156,REF-00156,INV-20251027-0156,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,51,0,0,8797.5,0,0,0,0,0,0,0,1583.55,0,10381.05,0
Main Store,0,PO-00157,REF-00157,INV-20251027-0157,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,29,0,0,4241.25,0,0,0,0,0,0,0,763.42,0,5004.67,0
Main Store,0,PO-00158,REF-00158,INV-20251027-0158,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,20,0,0,4650.0,0,0,0,0,0,0,0,837.0,0,5487.0,0
Main Store,0,PO-00159,REF-00159,INV-20251027-0159,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,20,0,0,675.0,0,0,0,0,0,0,0,121.5,0,796.5,0
Main Store,0,PO-00160,REF-00160,INV-20251027-0160,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,21,0,0,2283.75,0,0,0,0,0,0,0,411.07,0,2694.82,0
Main Store,0,PO-00161,REF-00161,INV-20251027-0161,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,25,0,0,1781.25,0,0,0,0,0,0,0,320.62,0,2101.87,0
Main Store,0,PO-00162,REF-00162,INV-20251027-0162,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,21,0,0,551.25,0,0,0,0,0,0,0,99.22,0,650.47,0
Main Store,0,PO-00163,REF-00163,INV-20251027-0163,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,50,0,0,8437.5,0,0,0,0,0,0,0,1012.5,0,9450.0,0
Main Store,0,PO-00164,REF-00164,INV-20251027-0164,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,19,0,0,3847.5,0,0,0,0,0,0,0,461.7,0,4309.2,0
Main Store,0,PO-00165,REF-00165,INV-20251027-0165,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,27,0,0,1822.5,0,0,0,0,0,0,0,218.7,0,2041.2,0
Main Store,0,PO-00166,REF-00166,INV-20251027-0166,27-10-2025,10:00:00,SUP-005,LOCAL,SETTLED,18,0,0,1350.0,0,0,0,0,0,0,0,243.0,0,1593.0,0
Main Store,0,PO-00167,REF-00167,INV-20251027-0167,27-10-2025,10:00:00,SUP-001,LOCAL,SETTLED,56,0,0,630.0,0,0,0,0,0,0,0,0.0,0,630.0,0
Main Store,0,PO-00168,REF-00168,INV-20251027-0168,27-10-2025,10:00:00,SUP-001,LOCAL,SETTLED,55,0,0,1155.0,0,0,0,0,0,0,0,0.0,0,1155.0,0
Main Store,0,PO-00169,REF-00169,INV-20251103-0169,03-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,98,0,0,25725.0,0,0,0,0,0,0,0,1286.25,0,27011.25,0
Main Store,0,PO-00170,REF-00170,INV-20251103-0170,03-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,71,0,0,36210.0,0,0,0,0,0,0,0,1810.5,0,38020.5,0
Main Store,0,PO-00171,REF-00171,INV-20251103-0171,03-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,90,0,0,1620.0,0,0,0,0,0,0,0,0.0,0,1620.0,0
Main Store,0,PO-00172,REF-00172,INV-20251103-0172,03-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,100,0,0,13125.0,0,0,0,0,0,0,0,656.25,0,13781.25,0
Main Store,0,PO-00173,REF-00173,INV-20251103-0173,03-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,42,0,0,26460.0,0,0,0,0,0,0,0,1323.0,0,27783.0,0
Main Store,0,PO-00174,REF-00174,INV-20251103-0174,03-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,48,0,0,4680.0,0,0,0,0,0,0,0,234.0,0,4914.0,0
Main Store,0,PO-00175,REF-00175,INV-20251103-0175,03-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,53,0,0,9937.5,0,0,0,0,0,0,0,496.88,0,10434.38,0
Main Store,0,PO-00176,REF-00176,INV-20251103-0176,03-11-2025,10:00:00,SUP-003,LOCAL,SETTLED,77,0,0,16170.0,0,0,0,0,0,0,0,1940.4,0,18110.4,0
Main Store,0,PO-00177,REF-00177,INV-20251103-0177,03-11-2025,10:00:00,SUP-003,LOCAL,SETTLED,44,0,0,1980.0,0,0,0,0,0,0,0,237.6,0,2217.6,0
Main Store,0,PO-00178,REF-00178,INV-20251103-0178,03-11-2025,10:00:00,SUP-003,LOCAL,SETTLED,44,0,0,3960.0,0,0,0,0,0,0,0,475.2,0,4435.2,0
Main Store,0,PO-00179,REF-00179,INV-20251103-0179,03-11-2025,10:00:00,SUP-003,LOCAL,SETTLED,101,0,0,3030.0,0,0,0,0,0,0,0,151.5,0,3181.5,0
Main Store,0,PO-00180,REF-00180,INV-20251103-0180,03-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,101,0,0,3787.5,0,0,0,0,0,0,0,0.0,0,3787.5,0
Main Store,0,PO-00181,REF-00181,INV-20251103-0181,03-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,38,0,0,997.5,0,0,0,0,0,0,0,0.0,0,997.5,0
Main Store,0,PO-00182,REF-00182,INV-20251103-0182,03-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,53,0,0,1192.5,0,0,0,0,0,0,0,0.0,0,1192.5,0
Main Store,0,PO-00183,REF-00183,INV-20251103-0183,03-11-2025,10:00:00,SUP-004,LOCAL,SETTLED,100,0,0,1050.0,0,0,0,0,0,0,0,0.0,0,1050.0,0
Main Store,0,PO-00184,REF-00184,INV-20251103-0184,03-11-2025,10:00:00,SUP-004,LOCAL,SETTLED,120,0,0,5040.0,0,0,0,0,0,0,0,0.0,0,5040.0,0
Main Store,0,PO-00185,REF-00185,INV-20251103-0185,03-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,39,0,0,585.0,0,0,0,0,0,0,0,70.2,0,655.2,0
Main Store,0,PO-00186,REF-00186,INV-20251103-0186,03-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,52,0,0,1170.0,0,0,0,0,0,0,0,140.4,0,1310.4,0
Main Store,0,PO-00187,REF-00187,INV-20251103-0187,03-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,46,0,0,690.0,0,0,0,0,0,0,0,193.2,0,883.2,0
Main Store,0,PO-00188,REF-00188,INV-20251103-0188,03-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,50,0,0,1500.0,0,0,0,0,0,0,0,420.0,0,1920.0,0
Main Store,0,PO-00189,REF-00189,INV-20251103-0189,03-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,45,0,0,1518.75,0,0,0,0,0,0,0,425.25,0,1944.0,0
Main Store,0,PO-00190,REF-00190,INV-20251103-0190,03-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,27,0,0,405.0,0,0,0,0,0,0,0,48.6,0,453.6,0
Main Store,0,PO-00191,REF-00191,INV-20251103-0191,03-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,26,0,0,877.5,0,0,0,0,0,0,0,105.3,0,982.8,0
Main Store,0,PO-00192,REF-00192,INV-20251103-0192,03-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,99,0,0,1485.0,0,0,0,0,0,0,0,0.0,0,1485.0,0
Main Store,0,PO-00193,REF-00193,INV-20251103-0193,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,44,0,0,3960.0,0,0,0,0,0,0,0,712.8,0,4672.8,0
Main Store,0,PO-00194,REF-00194,INV-20251103-0194,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,23,0,0,1725.0,0,0,0,0,0,0,0,310.5,0,2035.5,0
Main Store,0,PO-00195,REF-00195,INV-20251103-0195,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,48,0,0,1980.0,0,0,0,0,0,0,0,356.4,0,2336.4,0
Main Store,0,PO-00196,REF-00196,INV-20251103-0196,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,52,0,0,1950.0,0,0,0,0,0,0,0,351.0,0,2301.0,0
Main Store,0,PO-00197,REF-00197,INV-20251103-0197,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,64,0,0,10560.0,0,0,0,0,0,0,0,1900.8,0,12460.8,0
Main Store,0,PO-00198,REF-00198,INV-20251103-0198,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,57,0,0,9832.5,0,0,0,0,0,0,0,1769.85,0,11602.35,0
Main Store,0,PO-00199,REF-00199,INV-20251103-0199,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,18,0,0,2632.5,0,0,0,0,0,0,0,473.85,0,3106.35,0
Main Store,0,PO-00200,REF-00200,INV-20251103-0200,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,32,0,0,7440.0,0,0,0,0,0,0,0,1339.2,0,8779.2,0
Main Store,0,PO-00201,REF-00201,INV-20251103-0201,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,22,0,0,742.5,0,0,0,0,0,0,0,133.65,0,876.15,0
Main Store,0,PO-00202,REF-00202,INV-20251103-0202,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,21,0,0,2283.75,0,0,0,0,0,0,0,411.07,0,2694.82,0
Main Store,0,PO-00203,REF-00203,INV-20251103-0203,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,17,0,0,1211.25,0,0,0,0,0,0,0,218.03,0,1429.28,0
Main Store,0,PO-00204,REF-00204,INV-20251103-0204,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,19,0,0,498.75,0,0,0,0,0,0,0,89.78,0,588.53,0
Main Store,0,PO-00205,REF-00205,INV-20251103-0205,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,43,0,0,7256.25,0,0,0,0,0,0,0,870.75,0,8127.0,0
Main Store,0,PO-00206,REF-00206,INV-20251103-0206,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,19,0,0,3847.5,0,0,0,0,0,0,0,461.7,0,4309.2,0
Main Store,0,PO-00207,REF-00207,INV-20251103-0207,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,23,0,0,1552.5,0,0,0,0,0,0,0,186.3,0,1738.8,0
Main Store,0,PO-00208,REF-00208,INV-20251103-0208,03-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,27,0,0,2025.0,0,0,0,0,0,0,0,364.5,0,2389.5,0
Main Store,0,PO-00209,REF-00209,INV-20251103-0209,03-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,45,0,0,506.25,0,0,0,0,0,0,0,0.0,0,506.25,0
Main Store,0,PO-00210,REF-00210,INV-20251103-0210,03-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,55,0,0,1155.0,0,0,0,0,0,0,0,0.0,0,1155.0,0
Main Store,0,PO-00211,REF-00211,INV-20251110-0211,10-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,102,0,0,26775.0,0,0,0,0,0,0,0,1338.75,0,28113.75,0
Main Store,0,PO-00212,REF-00212,INV-20251110-0212,10-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,44,0,0,22440.0,0,0,0,0,0,0,0,1122.0,0,23562.0,0
Main Store,0,PO-00213,REF-00213,INV-20251110-0213,10-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,100,0,0,1800.0,0,0,0,0,0,0,0,0.0,0,1800.0,0
Main Store,0,PO-00214,REF-00214,INV-20251110-0214,10-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,99,0,0,12993.75,0,0,0,0,0,0,0,649.69,0,13643.44,0
Main Store,0,PO-00215,REF-00215,INV-20251110-0215,10-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,41,0,0,25830.0,0,0,0,0,0,0,0,1291.5,0,27121.5,0
Main Store,0,PO-00216,REF-00216,INV-20251110-0216,10-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,46,0,0,4485.0,0,0,0,0,0,0,0,224.25,0,4709.25,0
Main Store,0,PO-00217,REF-00217,INV-20251110-0217,10-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,63,0,0,11812.5,0,0,0,0,0,0,0,590.62,0,12403.12,0
Main Store,0,PO-00218,REF-00218,INV-20251110-0218,10-11-2025,10:00:00,SUP-003,LOCAL,SETTLED,90,0,0,18900.0,0,0,0,0,0,0,0,2268.0,0,21168.0,0
Main Store,0,PO-00219,REF-00219,INV-20251110-0219,10-11-2025,10:00:00,SUP-003,LOCAL,SETTLED,56,0,0,2520.0,0,0,0,0,0,0,0,302.4,0,2822.4,0
Main Store,0,PO-00220,REF-00220,INV-20251110-0220,10-11-2025,10:00:00,SUP-003,LOCAL,SETTLED,52,0,0,4680.0,0,0,0,0,0,0,0,561.6,0,5241.6,0
Main Store,0,PO-00221,REF-00221,INV-20251110-0221,10-11-2025,10:00:00,SUP-003,LOCAL,SETTLED,104,0,0,3120.0,0,0,0,0,0,0,0,156.0,0,3276.0,0
Main Store,0,PO-00222,REF-00222,INV-20251110-0222,10-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,95,0,0,3562.5,0,0,0,0,0,0,0,0.0,0,3562.5,0
Main Store,0,PO-00223,REF-00223,INV-20251110-0223,10-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,39,0,0,1023.75,0,0,0,0,0,0,0,0.0,0,1023.75,0
Main Store,0,PO-00224,REF-00224,INV-20251110-0224,10-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,53,0,0,1192.5,0,0,0,0,0,0,0,0.0,0,1192.5,0
Main Store,0,PO-00225,REF-00225,INV-20251110-0225,10-11-2025,10:00:00,SUP-004,LOCAL,SETTLED,106,0,0,1113.0,0,0,0,0,0,0,0,0.0,0,1113.0,0
Main Store,0,PO-00226,REF-00226,INV-20251110-0226,10-11-2025,10:00:00,SUP-004,LOCAL,SETTLED,105,0,0,4410.0,0,0,0,0,0,0,0,0.0,0,4410.0,0
Main Store,0,PO-00227,REF-00227,INV-20251110-0227,10-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,59,0,0,885.0,0,0,0,0,0,0,0,106.2,0,991.2,0
Main Store,0,PO-00228,REF-00228,INV-20251110-0228,10-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,47,0,0,1057.5,0,0,0,0,0,0,0,126.9,0,1184.4,0
Main Store,0,PO-00229,REF-00229,INV-20251110-0229,10-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,50,0,0,750.0,0,0,0,0,0,0,0,210.0,0,960.0,0
Main Store,0,PO-00230,REF-00230,INV-20251110-0230,10-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,44,0,0,1320.0,0,0,0,0,0,0,0,369.6,0,1689.6,0
Main Store,0,PO-00231,REF-00231,INV-20251110-0231,10-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,59,0,0,1991.25,0,0,0,0,0,0,0,557.55,0,2548.8,0
Main Store,0,PO-00232,REF-00232,INV-20251110-0232,10-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,27,0,0,405.0,0,0,0,0,0,0,0,48.6,0,453.6,0
Main Store,0,PO-00233,REF-00233,INV-20251110-0233,10-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,20,0,0,675.0,0,0,0,0,0,0,0,81.0,0,756.0,0
Main Store,0,PO-00234,REF-00234,INV-20251110-0234,10-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,115,0,0,1725.0,0,0,0,0,0,0,0,0.0,0,1725.0,0
Main Store,0,PO-00235,REF-00235,INV-20251110-0235,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,62,0,0,5580.0,0,0,0,0,0,0,0,1004.4,0,6584.4,0
Main Store,0,PO-00236,REF-00236,INV-20251110-0236,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,15,0,0,1125.0,0,0,0,0,0,0,0,202.5,0,1327.5,0
Main Store,0,PO-00237,REF-00237,INV-20251110-0237,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,50,0,0,2062.5,0,0,0,0,0,0,0,371.25,0,2433.75,0
Main Store,0,PO-00238,REF-00238,INV-20251110-0238,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,63,0,0,2362.5,0,0,0,0,0,0,0,425.25,0,2787.75,0
Main Store,0,PO-00239,REF-00239,INV-20251110-0239,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,42,0,0,6930.0,0,0,0,0,0,0,0,1247.4,0,8177.4,0
Main Store,0,PO-00240,REF-00240,INV-20251110-0240,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,48,0,0,8280.0,0,0,0,0,0,0,0,1490.4,0,9770.4,0
Main Store,0,PO-00241,REF-00241,INV-20251110-0241,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,17,0,0,2486.25,0,0,0,0,0,0,0,447.52,0,2933.77,0
Main Store,0,PO-00242,REF-00242,INV-20251110-0242,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,25,0,0,5812.5,0,0,0,0,0,0,0,1046.25,0,6858.75,0
Main Store,0,PO-00243,REF-00243,INV-20251110-0243,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,25,0,0,843.75,0,0,0,0,0,0,0,151.88,0,995.63,0
Main Store,0,PO-00244,REF-00244,INV-20251110-0244,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,18,0,0,1957.5,0,0,0,0,0,0,0,352.35,0,2309.85,0
Main Store,0,PO-00245,REF-00245,INV-20251110-0245,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,13,0,0,926.25,0,0,0,0,0,0,0,166.72,0,1092.97,0
Main Store,0,PO-00246,REF-00246,INV-20251110-0246,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,19,0,0,498.75,0,0,0,0,0,0,0,89.78,0,588.53,0
Main Store,0,PO-00247,REF-00247,INV-20251110-0247,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,46,0,0,7762.5,0,0,0,0,0,0,0,931.5,0,8694.0,0
Main Store,0,PO-00248,REF-00248,INV-20251110-0248,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,17,0,0,3442.5,0,0,0,0,0,0,0,413.1,0,3855.6,0
Main Store,0,PO-00249,REF-00249,INV-20251110-0249,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,20,0,0,1350.0,0,0,0,0,0,0,0,162.0,0,1512.0,0
Main Store,0,PO-00250,REF-00250,INV-20251110-0250,10-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,23,0,0,1725.0,0,0,0,0,0,0,0,310.5,0,2035.5,0
Main Store,0,PO-00251,REF-00251,INV-20251110-0251,10-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,52,0,0,585.0,0,0,0,0,0,0,0,0.0,0,585.0,0
Main Store,0,PO-00252,REF-00252,INV-20251110-0252,10-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,48,0,0,1008.0,0,0,0,0,0,0,0,0.0,0,1008.0,0
Main Store,0,PO-00253,REF-00253,INV-20251117-0253,17-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,85,0,0,22312.5,0,0,0,0,0,0,0,1115.62,0,23428.12,0
Main Store,0,PO-00254,REF-00254,INV-20251117-0254,17-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,50,0,0,25500.0,0,0,0,0,0,0,0,1275.0,0,26775.0,0
Main Store,0,PO-00255,REF-00255,INV-20251117-0255,17-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,75,0,0,1350.0,0,0,0,0,0,0,0,0.0,0,1350.0,0
Main Store,0,PO-00256,REF-00256,INV-20251117-0256,17-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,106,0,0,13912.5,0,0,0,0,0,0,0,695.62,0,14608.12,0
Main Store,0,PO-00257,REF-00257,INV-20251117-0257,17-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,57,0,0,35910.0,0,0,0,0,0,0,0,1795.5,0,37705.5,0
Main Store,0,PO-00258,REF-00258,INV-20251117-0258,17-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,41,0,0,3997.5,0,0,0,0,0,0,0,199.88,0,4197.38,0
Main Store,0,PO-00259,REF-00259,INV-20251117-0259,17-11-2025,10:00:00,SUP-001,LOCAL,SETTLED,52,0,0,9750.0,0,0,0,0,0,0,0,487.5,0,10237.5,0
Main Store,0,PO-00260,REF-00260,INV-20251117-0260,17-11-2025,10:00:00,SUP-003,LOCAL,SETTLED,123,0,0,25830.0,0,0,0,0,0,0,0,3099.6,0,28929.6,0
Main Store,0,PO-00261,REF-00261,INV-20251117-0261,17-11-2025,10:00:00,SUP-003,LOCAL,SETTLED,41,0,0,1845.0,0,0,0,0,0,0,0,221.4,0,2066.4,0
Main Store,0,PO-00262,REF-00262,INV-20251117-0262,17-11-2025,10:00:00,SUP-003,LOCAL,SETTLED,57,0,0,5130.0,0,0,0,0,0,0,0,615.6,0,5745.6,0
Main Store,0,PO-00263,REF-00263,INV-20251117-0263,17-11-2025,10:00:00,SUP-003,LOCAL,SETTLED,84,0,0,2520.0,0,0,0,0,0,0,0,126.0,0,2646.0,0
Main Store,0,PO-00264,REF-00264,INV-20251117-0264,17-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,100,0,0,3750.0,0,0,0,0,0,0,0,0.0,0,3750.0,0
Main Store,0,PO-00265,REF-00265,INV-20251117-0265,17-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,51,0,0,1338.75,0,0,0,0,0,0,0,0.0,0,1338.75,0
Main Store,0,PO-00266,REF-00266,INV-20251117-0266,17-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,44,0,0,990.0,0,0,0,0,0,0,0,0.0,0,990.0,0
Main Store,0,PO-00267,REF-00267,INV-20251117-0267,17-11-2025,10:00:00,SUP-004,LOCAL,SETTLED,96,0,0,1008.0,0,0,0,0,0,0,0,0.0,0,1008.0,0
Main Store,0,PO-00268,REF-00268,INV-20251117-0268,17-11-2025,10:00:00,SUP-004,LOCAL,SETTLED,100,0,0,4200.0,0,0,0,0,0,0,0,0.0,0,4200.0,0
Main Store,0,PO-00269,REF-00269,INV-20251117-0269,17-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,57,0,0,855.0,0,0,0,0,0,0,0,102.6,0,957.6,0
Main Store,0,PO-00270,REF-00270,INV-20251117-0270,17-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,38,0,0,855.0,0,0,0,0,0,0,0,102.6,0,957.6,0
Main Store,0,PO-00271,REF-00271,INV-20251117-0271,17-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,54,0,0,810.0,0,0,0,0,0,0,0,226.8,0,1036.8,0
Main Store,0,PO-00272,REF-00272,INV-20251117-0272,17-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,59,0,0,1770.0,0,0,0,0,0,0,0,495.6,0,2265.6,0
Main Store,0,PO-00273,REF-00273,INV-20251117-0273,17-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,44,0,0,1485.0,0,0,0,0,0,0,0,415.8,0,1900.8,0
Main Store,0,PO-00274,REF-00274,INV-20251117-0274,17-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,16,0,0,240.0,0,0,0,0,0,0,0,28.8,0,268.8,0
Main Store,0,PO-00275,REF-00275,INV-20251117-0275,17-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,20,0,0,675.0,0,0,0,0,0,0,0,81.0,0,756.0,0
Main Store,0,PO-00276,REF-00276,INV-20251117-0276,17-11-2025,10:00:00,SUP-002,LOCAL,SETTLED,91,0,0,1365.0,0,0,0,0,0,0,0,0.0,0,1365.0,0
Main Store,0,PO-00277,REF-00277,INV-20251117-0277,17-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,46,0,0,4140.0,0,0,0,0,0,0,0,745.2,0,4885.2,0
Main Store,0,PO-00278,REF-00278,INV-20251117-0278,17-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,19,0,0,1425.0,0,0,0,0,0,0,0,256.5,0,1681.5,0
Main Store,0,PO-00279,REF-00279,INV-20251117-0279,17-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,52,0,0,2145.0,0,0,0,0,0,0,0,386.1,0,2531.1,0
Main Store,0,PO-00280,REF-00280,INV-20251117-0280,17-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,54,0,0,2025.0,0,0,0,0,0,0,0,364.5,0,2389.5,0
Main Store,0,PO-00281,REF-00281,INV-20251117-0281,17-11-2025,10:00:00,SUP-005,LOCAL,SETTLED,41,0,0,6765.0,0,0,0,0,0,0,0,1217.7,0,7982.7,0
